"","CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE","address","LAT","LON"
"1081",31432043,"2/23/2016 9:41:09 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","3820 BLACKFOOT WAY, Sacramento, CA",95843,"3820 BLACKFOOT WAY, Sacramento, CA, 95843",38.708686,-121.374968
"1082",31432059,"2/23/2016 9:55:39 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4506 MERGANSER CT, Sacramento, CA",95842,"4506 MERGANSER CT, Sacramento, CA, 95842",38.693153,-121.359322
"1084",31432089,"2/23/2016 10:16:41 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8425 MISTY VALLEY WAY, Sacramento, CA",95843,"8425 MISTY VALLEY WAY, Sacramento, CA, 95843",38.722861,-121.333073
"1086",31432163,"2/23/2016 11:05:20 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4420 GREENHOLME DR,Unit 1, Sacramento, CA",95842,"4420 GREENHOLME DR,Unit 1, Sacramento, CA, 95842",38.669295,-121.360971
"1087",31432171,"2/23/2016 11:12:13 AM","","Open","Open311","Remote Device","Graffiti","Graffiti - 110560","2650 WATT AVE, Sacramento, CA",95821,"2650 WATT AVE, Sacramento, CA, 95821",38.613346,-121.383067
"1088",31432218,"2/23/2016 11:49:25 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","4510 STOCKTON BLVD, Sacramento, CA",95820,"4510 STOCKTON BLVD, Sacramento, CA, 95820",38.534322,-121.447124
"1089",31432251,"2/23/2016 12:12:43 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5064 SHELL ST, Sacramento, CA",95660,"5064 SHELL ST, Sacramento, CA, 95660",38.659515,-121.376403
"1090",31432316,"2/23/2016 12:52:50 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9456 WILLIAMETTE WAY, Sacramento, CA",95826,"9456 WILLIAMETTE WAY, Sacramento, CA, 95826",38.548026,-121.346106
"1091",31432323,"2/23/2016 12:55:49 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","10629 FAIR OAKS BLVD, Sacramento, CA",95628,"10629 FAIR OAKS BLVD, Sacramento, CA, 95628",38.643454,-121.26344
"1092",31432370,"2/23/2016 1:35:54 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","4320 HOWARD AVE, Sacramento, CA",95820,"4320 HOWARD AVE, Sacramento, CA, 95820",38.536007,-121.450842
"1093",31432375,"2/23/2016 1:43:40 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","6440 BEECH AVE, Sacramento, CA",95662,"6440 BEECH AVE, Sacramento, CA, 95662",38.68307,-121.230166
"1094",31432417,"2/23/2016 2:17:55 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","7649 HEPBURN WAY, Sacramento, CA",95843,"7649 HEPBURN WAY, Sacramento, CA, 95843",38.705272,-121.361624
"1095",31432473,"2/23/2016 3:02:05 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5500 ENRICO BLVD, Sacramento, CA",95820,"5500 ENRICO BLVD, Sacramento, CA, 95820",38.525731,-121.460174
"1096",31432490,"2/23/2016 3:16:42 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9043 REDWATER DR, Sacramento, CA",95843,"9043 REDWATER DR, Sacramento, CA, 95843",38.72609,-121.377111
"1097",31432504,"2/23/2016 3:24:45 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","8058 LOMAND CT, Sacramento, CA",95828,"8058 LOMAND CT, Sacramento, CA, 95828",38.465328,-121.377122
"1098",31432506,"2/23/2016 3:25:53 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","7420 SAN NITA WAY, Sacramento, CA",95628,"7420 SAN NITA WAY, Sacramento, CA, 95628",38.643437,-121.268207
"1100",31432534,"2/23/2016 3:46:04 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4528 WRENFORD WAY, Sacramento, CA",95842,"4528 WRENFORD WAY, Sacramento, CA, 95842",38.702314,-121.35784
"1101",31432537,"2/23/2016 3:50:26 PM","","Open","311 Service Request","Transportation","Tree Complaints","Tree Complaints","7417 SAN NITA WAY, Sacramento, CA",95628,"7417 SAN NITA WAY, Sacramento, CA, 95628",38.643437,-121.268207
"1102",31432572,"2/23/2016 4:15:20 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5980 KYLENCH CT, Sacramento, CA",95621,"5980 KYLENCH CT, Sacramento, CA, 95621",38.708876,-121.324836
"1103",31432582,"2/23/2016 4:25:43 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4906 VENUTO WAY, Sacramento, CA",95841,"4906 VENUTO WAY, Sacramento, CA, 95841",38.664717,-121.350408
"1104",31432635,"2/23/2016 5:33:04 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","4606 SHAFTESBURY CT, Sacramento, CA",95608,"4606 SHAFTESBURY CT, Sacramento, CA, 95608",38.648114,-121.337292
"1105",31432644,"2/23/2016 5:52:34 PM","","Open","Open311","Remote Device","Pothole","Pothole - 110641","2625 WILLOW WAY, Sacramento, CA",95608,"2625 WILLOW WAY, Sacramento, CA, 95608",38.612078,-121.320097
"1106",31432651,"2/23/2016 6:10:27 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","3531 BLUFF CT, Sacramento, CA",95608,"3531 BLUFF CT, Sacramento, CA, 95608",38.627939,-121.302436
"1109",31432684,"2/24/2016 6:22:14 AM","","Open","Open311","Remote Device","Illegal dumping","Illegal dumping - 110696","4450 MANZANITA AVE, Sacramento, CA",95608,"4450 MANZANITA AVE, Sacramento, CA, 95608",38.646307,-121.3277
"1110",31432690,"2/24/2016 6:38:41 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","2024 DELMA WAY, Sacramento, CA",95825,"2024 DELMA WAY, Sacramento, CA, 95825",38.608346,-121.419366
"1111",31432691,"2/24/2016 6:40:14 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","2131 EDWIN WAY, Sacramento, CA",95825,"2131 EDWIN WAY, Sacramento, CA, 95825",38.60622,-121.418314
"1113",31432733,"2/24/2016 8:12:15 AM","","Open","Open311","Remote Device","Pothole","Pothole - 110713","4090 CONVAIR LINER RD, Sacramento, CA",95655,"4090 CONVAIR LINER RD, Sacramento, CA, 95655",38.724776,-120.809765
"1114",31432754,"2/24/2016 8:25:19 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7417 SAN NITA WAY, Sacramento, CA",95628,"7417 SAN NITA WAY, Sacramento, CA, 95628",38.643437,-121.268207
"1115",31432765,"2/24/2016 8:32:39 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","9498 DALTON WAY, Sacramento, CA",95662,"9498 DALTON WAY, Sacramento, CA, 95662",38.6712,-121.197107
"1116",31432767,"2/24/2016 8:34:19 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4540 ASHCROFT AVE,Unit 9, Sacramento, CA",95841,"4540 ASHCROFT AVE,Unit 9, Sacramento, CA, 95841",38.665424,-121.332032
"1118",31432830,"2/24/2016 9:11:03 AM","","Open","311 Service Request","Transportation","Other","Transportation - Other","8764 KENTSHIRE WAY, Sacramento, CA",95828,"8764 KENTSHIRE WAY, Sacramento, CA, 95828",38.458793,-121.377065
"1119",31432848,"2/24/2016 9:21:31 AM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","7350 MADISON AVE, Sacramento, CA",95628,"7350 MADISON AVE, Sacramento, CA, 95628",38.643437,-121.268207
"1120",31432874,"2/24/2016 9:37:44 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8083 CRANWELL CT, Sacramento, CA",95829,"8083 CRANWELL CT, Sacramento, CA, 95829",38.463993,-121.348403
"1121",31432875,"2/24/2016 9:37:59 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4420 FLORIN RD, Sacramento, CA",95823,"4420 FLORIN RD, Sacramento, CA, 95823",38.495968,-121.45526
"1123",31432898,"2/24/2016 9:52:17 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","9032 NEWHALL DR, Sacramento, CA",95826,"9032 NEWHALL DR, Sacramento, CA, 95826",38.542988,-121.363196
"1124",31432925,"2/24/2016 10:10:46 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","7845 DOMINION WAY, Sacramento, CA",95626,"7845 DOMINION WAY, Sacramento, CA, 95626",38.711214,-121.41276
"1125",31432943,"2/24/2016 10:22:08 AM","","Open","Open311","Remote Device","Street lighting","Street lighting - 110739","8141 RAMWOOD WAY, Sacramento, CA",95662,"8141 RAMWOOD WAY, Sacramento, CA, 95662",38.690834,-121.260476
"1126",31432944,"2/24/2016 10:22:08 AM","","Open","Open311","Remote Device","Street lighting","Street lighting - 110741","8141 RAMWOOD WAY, Sacramento, CA",95662,"8141 RAMWOOD WAY, Sacramento, CA, 95662",38.690834,-121.260476
"1128",31433011,"2/24/2016 11:22:07 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4820 FOSTER WAY, Sacramento, CA",95608,"4820 FOSTER WAY, Sacramento, CA, 95608",38.630686,-121.352414
"1129",31433058,"2/24/2016 11:51:58 AM","","Open","311 Service Request","Transportation","Other","Transportation - Other","8201 AUBERRY DR, Sacramento, CA",95828,"8201 AUBERRY DR, Sacramento, CA, 95828",38.462315,-121.403314
"1130",31433065,"2/24/2016 11:52:49 AM","","Open","311 Service Request","Transportation","Pavement","Pavement","8509 LONON CT, Sacramento, CA",95662,"8509 LONON CT, Sacramento, CA, 95662",38.68493,-121.245765
"1131",31433076,"2/24/2016 12:02:07 PM","","Open","Open311","Remote Device","Other","Other - 110755","6944 RICHEVE WAY, Sacramento, CA",95828,"6944 RICHEVE WAY, Sacramento, CA, 95828",38.501799,-121.42084
"1132",31433081,"2/24/2016 12:05:51 PM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","3500 AUBURN BLVD, Sacramento, CA",95821,"3500 AUBURN BLVD, Sacramento, CA, 95821",38.637155,-121.382941
"1133",31433085,"2/24/2016 12:08:09 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","2000 HELENA AVE, Sacramento, CA",95821,"2000 HELENA AVE, Sacramento, CA, 95821",38.617166,-121.419065
"1134",31433106,"2/24/2016 12:23:53 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","11353 SABALO CT, Sacramento, CA",95670,"11353 SABALO CT, Sacramento, CA, 95670",38.617265,-121.258787
"1135",31433110,"2/24/2016 12:27:43 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4210 CORTRIGHT WAY, Sacramento, CA",95660,"4210 CORTRIGHT WAY, Sacramento, CA, 95660",38.695299,-121.367746
"1136",31433119,"2/24/2016 12:32:08 PM","","Open","Open311","Remote Device","Graffiti","Graffiti - 110758","2307 WYDA WAY, Sacramento, CA",95825,"2307 WYDA WAY, Sacramento, CA, 95825",38.599976,-121.410269
"1137",31433126,"2/24/2016 12:36:41 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","10166 MCCARRON WAY, Sacramento, CA",95829,"10166 MCCARRON WAY, Sacramento, CA, 95829",38.471119,-121.312493
"1139",31433156,"2/24/2016 1:01:46 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","2909 MARCONI AVE,Unit 91, Sacramento, CA",95821,"2909 MARCONI AVE,Unit 91, Sacramento, CA, 95821",38.617887,-121.39529
"1140",31433158,"2/24/2016 1:03:06 PM","","Open","311 Service Request","Transportation","Other","Transportation - Other","8741 NIPAWIN WAY, Sacramento, CA",95662,"8741 NIPAWIN WAY, Sacramento, CA, 95662",38.705881,-121.233654
"1141",31433166,"2/24/2016 1:07:19 PM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","8741 NIPAWIN WAY, Sacramento, CA",95662,"8741 NIPAWIN WAY, Sacramento, CA, 95662",38.705881,-121.233654
"1142",31433193,"2/24/2016 1:26:34 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","3804 MADISON AVE,Unit 15, Sacramento, CA",95660,"3804 MADISON AVE,Unit 15, Sacramento, CA, 95660",38.661204,-121.375379
"1143",31433202,"2/24/2016 1:34:30 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","3437 S PORT DR, Sacramento, CA",95826,"3437 S PORT DR, Sacramento, CA, 95826",38.550431,-121.361618
"1144",31433215,"2/24/2016 1:49:03 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5412 ROCKWELL RD, Sacramento, CA",95660,"5412 ROCKWELL RD, Sacramento, CA, 95660",38.664793,-121.381278
"1145",31433216,"2/24/2016 1:50:18 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5901 CHAPIN WAY, Sacramento, CA",95824,"5901 CHAPIN WAY, Sacramento, CA, 95824",38.519647,-121.451101
"1146",31433290,"2/24/2016 2:57:06 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3634 DRIVER WAY, Sacramento, CA",95843,"3634 DRIVER WAY, Sacramento, CA, 95843",38.716294,-121.378809
"1147",31433304,"2/24/2016 3:05:21 PM","","Open","311 Service Request","Transportation","Other","Transportation - Other","8670 INDIAN HILL CT, Sacramento, CA",95662,"8670 INDIAN HILL CT, Sacramento, CA, 95662",38.708624,-121.236295
"1148",31433307,"2/24/2016 3:07:43 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8176 ROUNDUP CT, Sacramento, CA",95662,"8176 ROUNDUP CT, Sacramento, CA, 95662",38.68707,-121.258618
"1149",31433312,"2/24/2016 3:10:54 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8138 SUNDANCE DR, Sacramento, CA",95662,"8138 SUNDANCE DR, Sacramento, CA, 95662",38.686253,-121.260307
"1150",31433318,"2/24/2016 3:15:32 PM","","Open","311 Service Request","Code - Zoning","Marijuana Cultivation Complaints","Marijuana Cultivation Complaints","7012 URSA PKWY, Sacramento, CA",95823,"7012 URSA PKWY, Sacramento, CA, 95823",38.500061,-121.447641
"1151",31433323,"2/24/2016 3:17:19 PM","","Open","311 Service Request","Code - Zoning","Marijuana Cultivation Complaints","Marijuana Cultivation Complaints","7013 URSA PKWY, Sacramento, CA",95823,"7013 URSA PKWY, Sacramento, CA, 95823",38.499948,-121.447542
"1152",31433333,"2/24/2016 3:26:09 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4955 SADDLEROCK WAY, Sacramento, CA",95841,"4955 SADDLEROCK WAY, Sacramento, CA, 95841",38.656583,-121.348608
"1153",31433340,"2/24/2016 3:30:24 PM","","Open","Open311","Remote Device","Other","Other - 110782","6325 LINDA LN, Sacramento, CA",95673,"6325 LINDA LN, Sacramento, CA, 95673",38.596112,-121.33342
"1154",31433348,"2/24/2016 3:34:30 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5401 OLYMPIC WAY,Unit D, Sacramento, CA",95842,"5401 OLYMPIC WAY,Unit D, Sacramento, CA, 95842",38.685255,-121.338962
"1155",31433351,"2/24/2016 3:38:24 PM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","3050 MANLOVE RD, Sacramento, CA",95826,"3050 MANLOVE RD, Sacramento, CA, 95826",38.553944,-121.372171
"1156",31433368,"2/24/2016 3:55:18 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3636 EDISON AVE,Unit 1, Sacramento, CA",95821,"3636 EDISON AVE,Unit 1, Sacramento, CA, 95821",38.633995,-121.379807
"1157",31433376,"2/24/2016 3:59:20 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5312 HAZEL AVE, Sacramento, CA",95628,"5312 HAZEL AVE, Sacramento, CA, 95628",38.662886,-121.225635
"1158",31433403,"2/24/2016 4:26:11 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","7333 RUTHERFORD WAY, Sacramento, CA",95660,"7333 RUTHERFORD WAY, Sacramento, CA, 95660",38.699942,-121.380351
"1159",31433408,"2/24/2016 4:30:38 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","6348 LA CIENEGA DR, Sacramento, CA",95660,"6348 LA CIENEGA DR, Sacramento, CA, 95660",38.683178,-121.36814
"1160",31433428,"2/24/2016 4:47:48 PM","","Open","311 Service Request","Transportation","Tree Complaints","Tree Complaints","2438 WALNUT OAKS LN, Sacramento, CA",95608,"2438 WALNUT OAKS LN, Sacramento, CA, 95608",38.623273,-121.345998
"1161",31433481,"2/24/2016 7:08:59 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8829 BOLD RULER WAY, Sacramento, CA",95628,"8829 BOLD RULER WAY, Sacramento, CA, 95628",38.643454,-121.26344
"1162",31433482,"2/24/2016 7:12:12 PM","","Open","Open311","Remote Device","Traffic light","Traffic light - 110812","4201 MACEY DR, Sacramento, CA",95841,"4201 MACEY DR, Sacramento, CA, 95841",38.641981,-121.360418
"1163",31433494,"2/25/2016 1:32:12 AM","","Open","Open311","Remote Device","Street lighting","Street lighting - 110825","6155 39TH ST,Unit 1, Sacramento, CA",95824,"6155 39TH ST,Unit 1, Sacramento, CA, 95824",38.514525,-121.462679
"1165",31433497,"2/25/2016 5:42:15 AM","","Open","Open311","Remote Device","Other","Other - 110832","3337 WELLINGTON DR, Sacramento, CA",95864,"3337 WELLINGTON DR, Sacramento, CA, 95864",38.582222,-121.386163
