"CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE"
"31434945","2/26/2016 4:14:07 PM","2/26/2016 4:16:43 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","10024 SILVER LEGEND DR, 95829","95829"
"31434948","2/26/2016 4:17:05 PM","2/26/2016 4:30:04 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","1236 BELL ST, 95825","95825"
"31434949","2/26/2016 4:18:05 PM","2/26/2016 11:30:03 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","1236 BELL ST, 95825","95825"
"31434957","2/26/2016 4:23:20 PM","2/26/2016 4:26:39 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3654 MULHOLLAND WAY, 95821","95821"
"31434958","2/26/2016 4:23:41 PM","3/2/2016 9:31:18 AM","Closed","311 Service Request","Building Permits and Inspection","Building Permits and Inspection Complaints","Building Permits and Inspection Complaints","1621 GARY WAY, 95608","95608"
"31434961","2/26/2016 4:26:04 PM","3/3/2016 1:45:35 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of KARL DR and GEORGIA DR, 95660","95660"
"31434963","2/26/2016 4:28:42 PM","2/26/2016 4:36:39 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3809 REGENT RD, 95821","95821"
"31434967","2/26/2016 4:32:46 PM","2/26/2016 6:30:03 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","9700 GOETHE RD, 95827","95827"
"31434968","2/26/2016 4:34:26 PM","2/26/2016 4:36:45 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2847 BARBARELL WAY, 95821","95821"
"31434975","2/26/2016 4:40:44 PM","2/27/2016 11:30:02 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of HILLSDALE BLVD and DIABLO DR, 95842","95842"
"31434977","2/26/2016 4:43:42 PM","3/1/2016 11:30:01 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4513 STONEWALL DR, 95628","95628"
"31434981","2/26/2016 4:50:48 PM","2/27/2016 12:30:03 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of W ELKHORN BLVD and MARYSVILLE BLVD, 95673","95673"
"31434986","2/26/2016 4:55:26 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4308 44TH AVE, 95824","95824"
"31434987","2/26/2016 4:56:02 PM","2/26/2016 5:06:48 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2120 BELL ST, 95825","95825"
"31434995","2/26/2016 5:11:10 PM","2/27/2016 5:30:01 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","6955 STOCKTON BLVD, 95828","95828"
"31435000","2/26/2016 5:27:57 PM","3/1/2016 2:23:08 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of COTTAGE WAY and MADDOX CT, 95608","95608"
"31435001","2/26/2016 5:28:53 PM","2/29/2016 7:07:30 AM","Closed","311 Service Request","Water Resources","Incoming Email","","9501 TARBERT DR,ELK GROVE,CA 95758","95758"
"31435003","2/26/2016 5:40:27 PM","3/3/2016 9:27:02 AM","Closed","Open311","Remote Device","Other","Other - 111123","5824 LOCUST AVE, 95608","95608"
"31435004","2/26/2016 5:42:45 PM","2/29/2016 7:09:40 AM","Closed","311 Service Request","Water Resources","Incoming Email","","8242 FANNING WAY, 95829","95829"
"31435005","2/26/2016 5:47:48 PM","2/27/2016 12:30:01 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5510 DIABLO DR, 95842","95842"
"31435006","2/26/2016 5:48:21 PM","2/29/2016 7:12:12 AM","Closed","311 Service Request","Water Resources","Incoming Email","","1236 EL TORO WAY, 95864","95864"
"31435011","2/26/2016 6:08:49 PM","2/27/2016 12:30:01 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7700 ELMONT AVE, 95626","95626"
"31435014","2/26/2016 6:35:02 PM","2/27/2016 12:30:01 AM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","4981 HARRISON ST, 95660","95660"
"31435016","2/26/2016 6:41:21 PM","2/26/2016 6:47:03 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1536 LOS MOLINOS WAY, 95864","95864"
"31435018","2/26/2016 6:45:37 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","7531 MONOGRAM DR, 95842","95842"
"31435024","2/26/2016 7:01:15 PM","","Open","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","7551 CIRCLE PKWY, 95823","95823"
"31435025","2/26/2016 7:03:51 PM","3/1/2016 11:30:00 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","631 CRICKET CT, 95864","95864"
"31435026","2/26/2016 7:07:59 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4918 LAVELLE WAY, 95841","95841"
"31435029","2/26/2016 7:23:25 PM","2/28/2016 12:30:01 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of VERNER AVE and GARFIELD AVE, 95841","95841"
"31435032","2/26/2016 7:54:23 PM","2/27/2016 12:30:03 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","306 JUBILEE WAY, 95673","95673"
"31435037","2/26/2016 9:21:11 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5419 LEQUEL WAY, 95608","95608"
"31435040","2/26/2016 9:31:37 PM","3/1/2016 1:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","7755 ANTELOPE RUN DR, 95843","95843"
"31435042","2/26/2016 9:35:55 PM","","Open","311 Service Request","Environmental - Health","Food Facility Complaints","Food Facility Complaints","1853 WATT AVE, 95825","95825"
"31435046","2/26/2016 10:16:49 PM","2/29/2016 12:48:48 PM","Closed","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","2229 EDISON AVE,Unit 39, 95821","95821"
"31435047","2/26/2016 10:25:46 PM","2/26/2016 11:30:01 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","3839 BRADSHAW RD, 95827","95827"
"31435050","2/26/2016 10:32:14 PM","","Open","Open311","Remote Device","Street lighting","Street lighting - 111138","8278 GWINHURST CIR, 95828","95828"
"31435053","2/26/2016 10:42:07 PM","","Open","Open311","Remote Device","Street lighting","Street lighting - 111139","8278 GWINHURST CIR, 95828","95828"
"31435054","2/26/2016 11:38:14 PM","2/29/2016 9:30:00 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","8063 YOUNGHEART LN, 95628","95628"
"31435057","2/27/2016 7:52:25 AM","3/2/2016 9:41:42 AM","Closed","311 Service Request","Building Permits and Inspection","Building Permits and Inspection Complaints","Building Permits and Inspection Complaints","9436 ELM AVE, 95662","95662"
"31435058","2/27/2016 8:09:58 AM","2/27/2016 9:30:04 AM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","19701 TYLER ISLAND RD, 95690","95690"
"31435059","2/27/2016 8:11:29 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5586 KEONCREST CIR,Unit 4, 95841","95841"
"31435060","2/27/2016 8:38:34 AM","2/27/2016 10:30:01 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","9380 PERSHING AVE, 95662","95662"
"31435064","2/27/2016 8:47:53 AM","2/27/2016 11:30:03 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5705 ROSARIO BLVD, 95660","95660"
"31435067","2/27/2016 9:22:34 AM","3/3/2016 9:29:01 AM","Closed","Open311","Remote Device","Other","Other - 111171","6926 LINCOLN AVE, 95608","95608"
"31435068","2/27/2016 9:22:35 AM","3/2/2016 2:51:59 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111173","7524 GREYHAWK CT, 95828","95828"
"31435073","2/27/2016 9:52:07 AM","","Open","Open311","Remote Device","Other","Other - 111179","7200 WINDING WAY, 95628","95628"
"31435074","2/27/2016 9:52:23 AM","3/3/2016 6:58:03 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of FAIR OAKS BLVD and FAIR OAKS BLVD, 95608","95608"
"31435075","2/27/2016 10:11:06 AM","3/1/2016 5:54:58 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","6444 6TH ST, 95673","95673"
"31435076","2/27/2016 10:16:53 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","7035 LARCHMONT DR, 95660","95660"
"31435077","2/27/2016 10:19:52 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","7035 LARCHMONT DR, 95660","95660"
"31435078","2/27/2016 10:33:01 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3709 WHITNEY AVE, 95821","95821"
"31435079","2/27/2016 10:35:46 AM","2/28/2016 2:30:03 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","6206 COYLE AVE, 95608","95608"
"31435081","2/27/2016 10:45:18 AM","2/28/2016 9:30:02 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7300 NOMAD WAY, 95828","95828"
"31435082","2/27/2016 10:45:56 AM","2/27/2016 5:30:00 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of MCFERGUS CT and PALMER HOUSE DR, 95828","95828"
"31435084","2/27/2016 11:03:44 AM","2/29/2016 1:30:03 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","4641 MENDOCINO BLVD, 95820","95820"
"31435088","2/27/2016 11:28:24 AM","3/1/2016 1:30:00 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","8063 YOUNGHEART LN, 95628","95628"
"31435089","2/27/2016 11:36:00 AM","2/27/2016 4:30:02 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","4901 H PKWY, 95823","95823"
"31435090","2/27/2016 11:42:09 AM","3/1/2016 2:23:32 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111193","6601 FAIR OAKS BLVD, 95608","95608"
"31435091","2/27/2016 11:42:11 AM","3/1/2016 2:31:05 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111192","6740 FAIR OAKS BLVD, 95608","95608"
"31435092","2/27/2016 11:59:12 AM","2/28/2016 10:30:00 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","4519 GOYA PKWY, 95823","95823"
"31435093","2/27/2016 12:10:54 PM","3/1/2016 5:55:17 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of METRO AIR PKWY and MEISTER WAY, 95835","95835"
"31435094","2/27/2016 12:11:53 PM","2/27/2016 1:30:02 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","2570 LOUISIANA ST, 95821","95821"
"31435096","2/27/2016 12:36:00 PM","2/27/2016 1:30:01 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4848 KENNETH AVE, 95628","95628"
"31435097","2/27/2016 12:44:21 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4981 HARRISON ST,Unit 49, 95660","95660"
"31435098","2/27/2016 12:47:04 PM","3/1/2016 4:28:16 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of DOE TRAIL WAY and POKER LN, 95843","95843"
"31435099","2/27/2016 12:52:18 PM","","Open","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","5531 WALDRON ST, 95628","95628"
"31435100","2/27/2016 1:06:10 PM","2/28/2016 10:30:03 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","8997 AUTUMNWOOD DR, 95826","95826"
"31435104","2/27/2016 1:17:50 PM","2/27/2016 10:30:01 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of EASTMAN CT and SIERRA SUNSET DR, 95828","95828"
"31435105","2/27/2016 1:22:21 PM","3/3/2016 6:58:37 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of MATHER FIELD RD and FOLSOM BLVD,RANCHO CORDOVA,CA 95670","95670"
"31435106","2/27/2016 1:40:09 PM","2/27/2016 5:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of POLO CROSSE AVE and BROGAN CT, 95829","95829"
"31435107","2/27/2016 1:40:24 PM","3/1/2016 2:32:15 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111205","3158 JERSEY WAY, 95821","95821"
"31435108","2/27/2016 1:40:27 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","6526 FAIR OAKS BLVD, 95608","95608"
"31435109","2/27/2016 1:48:09 PM","","Open","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of ELKHORN BLVD and 30TH ST, 95660","95660"
"31435110","2/27/2016 1:48:59 PM","3/3/2016 6:59:15 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","4212 MARCONI AVE, 95821","95821"
"31435111","2/27/2016 1:50:24 PM","","Open","Open311","Remote Device","Other","Other - 111206","2550 CUMBERLAND RD, 95821","95821"
"31435113","2/27/2016 2:00:19 PM","2/29/2016 10:17:01 AM","Closed","Open311","Remote Device","Shopping cart","Shopping carts - 111208","2550 CUMBERLAND RD, 95821","95821"
"31435114","2/27/2016 2:00:42 PM","2/27/2016 9:30:04 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","10300 KOST RD, 95632","95632"
"31435115","2/27/2016 2:04:40 PM","2/29/2016 7:21:34 AM","Closed","311 Service Request","Water Resources","Incoming Email","","3500 LYNNMAR WAY, 95608","95608"
"31435116","2/27/2016 2:10:22 PM","","Open","Open311","Remote Device","Other","Other - 111210","2701 CASTLE HILL CT,Unit 90, 95821","95821"
"31435117","2/27/2016 2:14:29 PM","2/27/2016 4:30:01 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","7610 LORIN AVE, 95828","95828"
"31435119","2/27/2016 2:32:06 PM","","Open","Open311","Remote Device","Tree","Tree - 111212","2632 FULTON AVE, 95821","95821"
"31435120","2/27/2016 2:33:15 PM","3/1/2016 4:25:01 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of EL CAMINO AVE and DRAYTON DR, 95825","95825"
"31435121","2/27/2016 2:33:33 PM","2/27/2016 5:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","9346 BOSCASTLE WAY, 95829","95829"
"31435122","2/27/2016 3:24:59 PM","3/1/2016 5:52:37 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5800 ROSEBUD LN, 95841","95841"
"31435123","2/27/2016 3:29:21 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4117 NEWELL ST, 95821","95821"
"31435125","2/27/2016 3:51:48 PM","2/29/2016 7:17:50 AM","Closed","311 Service Request","Water Resources","Incoming Email","","1205 LA SIERRA DR, 95864","95864"
"31435126","2/27/2016 3:57:40 PM","2/28/2016 2:30:01 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","1935 WRIGHT ST, 95825","95825"
"31435127","2/27/2016 3:58:22 PM","2/29/2016 7:22:27 AM","Closed","311 Service Request","Water Resources","Incoming Email","","10014 PRAIRIE DUNES WAY, 95829","95829"
"31435128","2/27/2016 4:04:47 PM","3/2/2016 9:42:18 AM","Closed","311 Service Request","Building Permits and Inspection","Building Permits and Inspection Complaints","Building Permits and Inspection Complaints","4126 LUND CT, 95660","95660"
"31435129","2/27/2016 4:05:03 PM","","Open","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of DILLARD RD and RILEY RD, 95693","95693"
"31435135","2/27/2016 4:24:48 PM","2/27/2016 10:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5001 MADISON AVE, 95841","95841"
"31435138","2/27/2016 4:34:27 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9157 TRUJILLO WAY, 95826","95826"
"31435139","2/27/2016 4:38:58 PM","2/27/2016 6:30:01 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3920 LORETO WAY, 95821","95821"
"31435142","2/27/2016 4:51:53 PM","2/28/2016 2:30:01 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of SIERRA BLVD and FULTON AVE, 95864","95864"
"31435146","2/27/2016 5:05:08 PM","2/27/2016 7:30:03 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","7596 DELTA POINTE WAY, 95823","95823"
"31435147","2/27/2016 5:09:02 PM","2/27/2016 6:30:03 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","5754 MASCOT AVE, 95824","95824"
"31435148","2/27/2016 5:12:30 PM","2/28/2016 8:30:02 AM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","5832 GARIBALDI ST, 95824","95824"
"31435149","2/27/2016 5:17:21 PM","2/29/2016 8:00:11 AM","Closed","311 Service Request","Water Resources","Incoming Email","","3112 TREE SWALLOW CIR,ELK GROVE,CA 95757","95757"
